ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL
39,London,Wimbledon,06/07/2024,Grand Slam,Outdoor,Grass,3rd Round,3,Fritz T.,Tabilo A.,12,19,3350,1904,7,6,6,3,7,5,,,,,3,0,Completed,1.17,5,1.19,5.42,1.21,5.47,1.18,4.99
39,London,Wimbledon,07/07/2024,Grand Slam,Outdoor,Grass,4th Round,5,Alcaraz C.,Humbert U.,3,16,8130,2300,6,3,6,4,1,6,7,5,,,3,1,Completed,1.1,7,1.13,7.12,1.13,7.64,1.11,6.64
39,London,Wimbledon,07/07/2024,Grand Slam,Outdoor,Grass,4th Round,5,Sinner J.,Shelton B.,1,14,9890,2595,6,2,6,4,7,6,,,,,3,0,Completed,1.05,11,1.06,14.32,1.07,14.98,1.05,10.64
39,London,Wimbledon,07/07/2024,Grand Slam,Outdoor,Grass,4th Round,5,Medvedev D.,Dimitrov G.,5,10,6445,3750,5,3,,,,,,,,,0,0,Retired,1.67,2.2,1.74,2.23,1.74,2.31,1.68,2.2
39,London,Wimbledon,07/07/2024,Grand Slam,Outdoor,Grass,4th Round,5,Paul T.,Bautista Agut R.,13,112,3100,555,6,2,7,6,6,2,,,,,3,0,Completed,1.13,6,1.16,6.13,1.18,6.27,1.14,5.71
39,London,Wimbledon,08/07/2024,Grand Slam,Outdoor,Grass,4th Round,5,Musetti L.,Mpetshi G.,25,58,1620,853,4,6,6,3,6,3,6,2,,,3,1,Completed,1.91,1.91,1.88,2.02,1.95,2.03,1.88,1.92
39,London,Wimbledon,08/07/2024,Grand Slam,Outdoor,Grass,4th Round,5,De Minaur A.,Fils A.,9,34,3830,1250,6,2,6,4,4,6,6,3,,,3,1,Completed,1.2,4.5,1.18,5.63,1.26,5.63,1.19,4.71
39,London,Wimbledon,08/07/2024,Grand Slam,Outdoor,Grass,4th Round,5,Fritz T.,Zverev A.,12,4,3350,6905,4,6,6,7,6,4,7,6,6,3,3,2,Completed,2.38,1.57,2.35,1.67,2.55,1.68,2.33,1.6
39,London,Wimbledon,08/07/2024,Grand Slam,Outdoor,Grass,4th Round,5,Djokovic N.,Rune H.,2,15,8360,2370,6,3,6,4,6,2,,,,,3,0,Completed,1.3,3.5,1.33,3.66,1.36,3.66,1.32,3.43
39,London,Wimbledon,09/07/2024,Grand Slam,Outdoor,Grass,Quarterfinals,5,Medvedev D.,Sinner J.,5,1,6445,9890,6,7,6,4,7,6,2,6,6,3,3,2,Completed,4.33,1.22,4.78,1.23,4.78,1.25,4.29,1.22
39,London,Wimbledon,09/07/2024,Grand Slam,Outdoor,Grass,Quarterfinals,5,Alcaraz C.,Paul T.,3,13,8130,3100,5,7,6,4,6,2,6,2,,,3,1,Completed,1.25,4,1.3,3.97,1.31,4.01,1.27,3.79
39,London,Wimbledon,10/07/2024,Grand Slam,Outdoor,Grass,Quarterfinals,5,Djokovic N.,De Minaur A.,2,9,8360,3830,,,,,,,,,,,,,Walkover,1.25,4,1.31,3.85,1.34,4,1.28,3.76
39,London,Wimbledon,10/07/2024,Grand Slam,Outdoor,Grass,Quarterfinals,5,Musetti L.,Fritz T.,25,12,1620,3350,3,6,7,6,6,2,3,6,6,1,3,2,Completed,4.5,1.2,4.69,1.23,4.7,1.25,4.36,1.22
39,London,Wimbledon,12/07/2024,Grand Slam,Outdoor,Grass,Semifinals,5,Alcaraz C.,Medvedev D.,3,5,8130,6445,6,7,6,3,6,4,6,4,,,3,1,Completed,1.29,3.75,1.3,3.9,1.31,3.9,1.29,3.62
39,London,Wimbledon,12/07/2024,Grand Slam,Outdoor,Grass,Semifinals,5,Djokovic N.,Musetti L.,2,25,8360,1620,6,4,7,6,6,4,,,,,3,0,Completed,1.11,6.5,1.14,6.75,1.15,6.75,1.12,6.3
39,London,Wimbledon,14/07/2024,Grand Slam,Outdoor,Grass,The Final,5,Alcaraz C.,Djokovic N.,3,2,8130,8360,6,2,6,2,7,6,,,,,3,0,Completed,1.8,2.1,1.81,2.12,1.82,2.2,1.76,2.09
